"","age","marital_status","juv_fel_count","juv_misd_count","juv_other_count","priors_count","c_charge_degree","c_charge_desc","is_recid","prison_length"
"1449",48,"Married",1,0,0,10,"(F3)","Felony Driving While Lic Suspd",1,514
"1450",48,"Married",1,0,0,10,"(F3)","Felony Driving While Lic Suspd",1,1196
"1451",48,"Married",1,0,0,10,"(F3)","Felony Driving While Lic Suspd",1,1344
"1452",48,"Married",1,0,0,10,"(F3)","Felony Driving While Lic Suspd",1,78
"1453",48,"Married",1,0,0,10,"(F3)","Felony Driving While Lic Suspd",1,1017
"1454",33,"Single",0,0,1,14,"(F3)","Driving While License Revoked",1,1010
"1455",33,"Single",0,0,1,14,"(F3)","Driving While License Revoked",1,71
"1456",33,"Single",0,0,0,0,"(F3)","Child Abuse",0,2045
"1457",52,"Single",0,0,0,9,"(F3)","Felony Petit Theft",1,1763
"1458",34,"Single",0,2,0,8,"(M1)","Battery",0,319
"1459",30,"Single",0,0,0,12,"(F3)","Driving While License Revoked",1,81
"1460",49,"Single",0,0,0,4,"(F3)","arrest case no charge",0,730
"1461",26,"Single",0,0,0,0,"(F2)","Pos Cannabis W/I/D/S Near Worsh",0,266
"1462",26,"Single",0,0,0,0,"(F2)","Pos Cannabis W/I/D/S Near Worsh",0,2339
"1463",28,"Significant Other",0,0,0,6,"(M1)","arrest case no charge",1,1555
"1464",46,"Single",0,0,0,6,"(F3)","Tampering With Physical Evidence",1,228
"1465",46,"Single",0,0,0,6,"(F3)","Tampering With Physical Evidence",1,154
"1466",46,"Single",0,0,0,6,"(F3)","Tampering With Physical Evidence",1,1504
"1467",46,"Single",0,0,0,6,"(F3)","Tampering With Physical Evidence",1,704
"1468",46,"Single",0,0,0,6,"(F3)","Tampering With Physical Evidence",1,955
"1469",34,"Single",0,0,1,15,"(F3)","Grand Theft in the 3rd Degree",1,1595
"1470",44,"Divorced",0,0,0,4,"(F2)","arrest case no charge",0,57
"1471",39,"Single",0,4,0,10,"(M2)","arrest case no charge",0,254
"1472",39,"Single",0,4,0,10,"(M2)","arrest case no charge",0,253
"1473",39,"Single",0,4,0,10,"(M2)","arrest case no charge",0,291
"1474",46,"Single",1,0,0,8,"(M1)","Battery",1,524
"1475",46,"Single",1,0,0,8,"(M1)","Battery",1,197
"1476",46,"Single",1,0,0,8,"(M1)","Battery",1,1403
"1477",46,"Single",1,0,0,8,"(M1)","Battery",1,553
"1478",46,"Single",1,0,0,8,"(M1)","Battery",1,2980
"1479",49,"Significant Other",0,0,0,24,"(F3)","Possession of Cocaine",1,303
"1480",49,"Significant Other",0,0,0,24,"(F3)","Possession of Cocaine",1,1302
"1481",49,"Significant Other",0,0,0,24,"(F3)","Possession of Cocaine",1,692
"1482",49,"Significant Other",0,0,0,24,"(F3)","Possession of Cocaine",1,147
"1483",49,"Significant Other",0,0,0,24,"(F3)","Possession of Cocaine",1,118
"1484",49,"Significant Other",0,0,0,24,"(F3)","Possession of Cocaine",1,326
"1485",49,"Significant Other",0,0,0,24,"(F3)","Possession of Cocaine",1,256
"1486",49,"Significant Other",0,0,0,24,"(F3)","Possession of Cocaine",1,93
"1487",48,"Single",0,0,0,20,"(F3)","arrest case no charge",1,478
"1488",48,"Single",0,0,0,20,"(F3)","arrest case no charge",1,301
"1489",48,"Single",0,0,0,20,"(F3)","arrest case no charge",1,206
"1490",48,"Single",0,0,0,20,"(F3)","arrest case no charge",1,133
"1491",48,"Single",0,0,0,20,"(F3)","arrest case no charge",1,156
"1492",48,"Single",0,0,0,20,"(F3)","arrest case no charge",1,1566
"1493",48,"Single",0,0,0,20,"(F3)","arrest case no charge",1,1145
"1494",48,"Single",0,0,0,20,"(F3)","arrest case no charge",1,874
"1495",48,"Single",0,0,0,20,"(F3)","arrest case no charge",1,766
"1496",48,"Single",0,0,0,20,"(F3)","arrest case no charge",1,1940
"1497",48,"Single",0,0,0,20,"(F3)","arrest case no charge",1,274
"1498",48,"Single",0,0,0,20,"(F3)","arrest case no charge",1,100
"1499",36,"Single",0,0,1,16,"(M1)","Battery",1,291
"1500",29,"Single",0,0,0,7,"(F3)","Driving While License Revoked",1,658
"1501",34,"Single",0,0,0,22,"(F3)","Driving While License Revoked",1,260
"1502",28,"Single",0,0,0,3,"(F2)","Burglary Unoccupied Dwelling",0,2197
"1503",38,"Married",1,0,1,7,"(F3)","Felony Battery (Dom Strang)",1,1074
"1504",50,"Single",0,0,0,9,"(F2)","Deliver Cocaine",0,103
"1505",50,"Single",0,0,0,9,"(F2)","Deliver Cocaine",0,254
"1506",50,"Single",0,0,0,9,"(F2)","Deliver Cocaine",0,328
"1507",50,"Single",0,0,0,9,"(F2)","Deliver Cocaine",0,266
"1508",46,"Single",0,0,0,2,"(F2)","arrest case no charge",0,1483
"1509",56,"Separated",0,0,0,2,"(M1)","Opert With Susp DL 2nd Offens",0,77
"1510",56,"Separated",0,0,0,2,"(M1)","Opert With Susp DL 2nd Offens",0,80
"1511",56,"Separated",0,0,0,2,"(M1)","Opert With Susp DL 2nd Offens",0,290
"1512",56,"Separated",0,0,0,2,"(M1)","Opert With Susp DL 2nd Offens",0,340
"1513",56,"Separated",0,0,0,2,"(M1)","Opert With Susp DL 2nd Offens",0,214
"1514",56,"Separated",0,0,0,2,"(M1)","Opert With Susp DL 2nd Offens",0,23
"1515",36,"Single",10,0,0,14,"(F3)","Burglary Conveyance Unoccup",1,1199
"1516",36,"Single",10,0,0,14,"(F3)","Burglary Conveyance Unoccup",1,2876
"1517",36,"Single",10,0,0,14,"(F3)","Burglary Conveyance Unoccup",1,79
"1518",36,"Single",10,0,0,14,"(F3)","Burglary Conveyance Unoccup",1,1332
"1519",36,"Single",10,0,0,14,"(F3)","Burglary Conveyance Unoccup",1,383
"1520",44,"Single",0,0,0,2,"(M2)","arrest case no charge",0,1806
"1521",44,"Single",0,0,0,2,"(M2)","arrest case no charge",0,126
"1522",44,"Single",0,0,0,2,"(M2)","arrest case no charge",0,543
"1523",25,"Single",0,0,0,7,"(F3)","Felony Battery w/Prior Convict",1,1553
"1524",49,"Single",0,0,0,10,"(F3)","arrest case no charge",1,329
"1525",49,"Single",0,0,0,10,"(F3)","arrest case no charge",1,311
"1526",49,"Single",0,0,0,10,"(F3)","arrest case no charge",1,3663
"1527",56,"Married",0,0,0,5,"(F3)","Driving While License Revoked",0,143
"1528",56,"Married",0,0,0,5,"(F3)","Driving While License Revoked",0,267
"1529",56,"Married",0,0,0,5,"(F3)","Driving While License Revoked",0,1113
"1530",43,"Single",0,0,0,13,"(F3)","Driving While License Revoked",1,2115
"1531",48,"Married",0,0,0,4,"(M1)","Battery",0,243
"1532",29,"Single",0,0,0,1,"(F3)","arrest case no charge",0,1567
"1533",24,"Single",0,0,0,1,"(F3)","Burglary Structure Unoccup",1,217
"1534",55,"Single",0,0,0,17,"(F3)","Possession of Cocaine",1,68
"1535",55,"Single",0,0,0,17,"(F3)","Possession of Cocaine",1,234
"1536",55,"Single",0,0,0,17,"(F3)","Possession of Cocaine",1,890
"1537",55,"Single",0,0,0,17,"(F3)","Possession of Cocaine",1,703
"1538",55,"Single",0,0,0,17,"(F3)","Possession of Cocaine",1,817
"1539",55,"Single",0,0,0,17,"(F3)","Possession of Cocaine",1,44
"1540",55,"Single",0,0,0,17,"(F3)","Possession of Cocaine",1,108
"1542",34,"Single",1,0,0,11,"(F2)","arrest case no charge",1,1517
"1543",34,"Single",1,0,0,11,"(F2)","arrest case no charge",1,885
"1544",37,"Single",0,0,0,7,"(F3)","Felony Petit Theft",1,1385
"1545",37,"Single",0,0,0,7,"(F3)","Felony Petit Theft",1,515
"1546",37,"Single",0,0,0,7,"(F3)","Felony Petit Theft",1,206
"1547",33,"Married",0,0,0,14,"(F3)","Possession of Cocaine",1,638
"1548",41,"Single",0,0,0,13,"(F2)","Aggravated Battery",0,198
"1549",41,"Single",0,0,0,13,"(F2)","Aggravated Battery",0,460
"1550",29,"Single",0,0,0,7,"(M1)","Battery",1,1463
"1551",35,"Single",1,0,0,13,"(F3)","Possession of Cocaine",0,1455
"1552",35,"Single",1,0,0,13,"(F3)","Possession of Cocaine",0,163
"1553",29,"Separated",0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",1,1546
"1554",41,"Single",0,1,0,9,"(M1)","Opert With Susp DL 2nd Offens",0,429
"1555",41,"Single",0,1,0,9,"(M1)","Opert With Susp DL 2nd Offens",0,672
"1556",41,"Single",0,1,0,9,"(M1)","Opert With Susp DL 2nd Offens",0,432
"1557",33,"Single",0,0,0,7,"(F3)","Possession of Cocaine",1,216
"1558",33,"Single",0,0,0,7,"(F3)","Possession of Cocaine",1,1905
"1559",63,"Single",0,0,0,22,"(M1)","Trespass Struct/Convey Occupy",1,97
"1560",63,"Single",0,0,0,22,"(M1)","Trespass Struct/Convey Occupy",1,1359
"1561",63,"Single",0,0,0,22,"(M1)","Trespass Struct/Convey Occupy",1,233
"1562",63,"Single",0,0,0,22,"(M1)","Trespass Struct/Convey Occupy",1,320
"1563",63,"Single",0,0,0,22,"(M1)","Trespass Struct/Convey Occupy",1,283
"1564",63,"Single",0,0,0,22,"(M1)","Trespass Struct/Convey Occupy",1,175
"1565",63,"Single",0,0,0,22,"(M1)","Trespass Struct/Convey Occupy",1,22
"1566",63,"Single",0,0,0,22,"(M1)","Trespass Struct/Convey Occupy",1,962
"1567",63,"Single",0,0,0,22,"(M1)","Trespass Struct/Convey Occupy",1,863
"1568",63,"Single",0,0,0,22,"(M1)","Trespass Struct/Convey Occupy",1,89
"1569",50,"Single",0,0,0,17,"(F3)","arrest case no charge",0,297
"1570",50,"Single",0,0,0,17,"(F3)","arrest case no charge",0,661
"1571",50,"Single",0,0,0,17,"(F3)","arrest case no charge",0,737
"1572",50,"Single",0,0,0,17,"(F3)","arrest case no charge",0,589
"1573",50,"Single",0,0,0,17,"(F3)","arrest case no charge",0,1583
"1574",50,"Single",0,0,0,17,"(F3)","arrest case no charge",0,90
"1575",50,"Single",0,0,0,17,"(F3)","arrest case no charge",0,359
"1576",50,"Single",0,0,0,17,"(F3)","arrest case no charge",0,609
"1577",50,"Single",0,0,0,17,"(F3)","arrest case no charge",0,37
"1578",50,"Single",0,0,0,17,"(F3)","arrest case no charge",0,83
"1579",50,"Single",0,0,0,17,"(F3)","arrest case no charge",0,192
"1580",50,"Single",0,0,0,17,"(F3)","arrest case no charge",0,120
"1581",36,"Significant Other",0,0,0,9,"(F3)","Possession of Cocaine",1,355
"1582",36,"Significant Other",0,0,0,9,"(F3)","Possession of Cocaine",1,313
"1583",24,"Single",0,0,0,5,"(F3)","Felony Driving While Lic Suspd",1,433
"1584",63,"Single",0,0,0,10,"(M1)","Possess Drug Paraphernalia",1,64
"1585",63,"Single",0,0,0,10,"(M1)","Possess Drug Paraphernalia",1,637
"1586",63,"Single",0,0,0,10,"(M1)","Possess Drug Paraphernalia",1,84
"1587",63,"Single",0,0,0,10,"(M1)","Possess Drug Paraphernalia",1,254
"1588",63,"Single",0,0,0,10,"(M1)","Possess Drug Paraphernalia",1,246
"1589",63,"Single",0,0,0,10,"(M1)","Possess Drug Paraphernalia",1,1583
"1590",63,"Single",0,0,0,10,"(M1)","Possess Drug Paraphernalia",1,90
"1591",30,"Single",0,0,0,11,"(F3)","arrest case no charge",1,362
"1592",30,"Single",0,0,0,11,"(F3)","arrest case no charge",1,403
"1593",32,"Single",0,0,0,1,"(M1)","Battery",0,0
"1594",33,"Single",0,0,0,7,"(F3)","Possession of Cocaine",0,1030
"1595",61,"Single",0,0,0,13,"(F3)","Possession of Cocaine",0,702
"1596",61,"Single",0,0,0,13,"(F3)","Possession of Cocaine",0,281
"1597",61,"Single",0,0,0,13,"(F3)","Possession of Cocaine",0,206
"1598",61,"Single",0,0,0,13,"(F3)","Possession of Cocaine",0,356
"1599",61,"Single",0,0,0,13,"(F3)","Possession of Cocaine",0,274
"1600",61,"Single",0,0,0,13,"(F3)","Possession of Cocaine",0,1045
"1601",61,"Single",0,0,0,13,"(F3)","Possession of Cocaine",0,1638
"1602",61,"Single",0,0,0,13,"(F3)","Possession of Cocaine",0,154
"1603",61,"Single",0,0,0,13,"(F3)","Possession of Cocaine",0,64
"1604",61,"Single",0,0,0,13,"(F3)","Possession of Cocaine",0,99
"1605",32,"Single",0,0,0,5,"(F3)","Possession of Cocaine",0,1765
"1606",32,"Single",0,0,0,5,"(F3)","Possession of Cocaine",0,99
"1607",32,"Single",0,0,0,5,"(F3)","Possession of Cocaine",0,359
"1608",48,"Single",0,0,0,8,"(F3)","arrest case no charge",0,2036
"1609",30,"Single",0,1,0,10,"(F3)","arrest case no charge",0,189
"1610",20,"Single",0,0,1,2,"(F3)","Resist Officer w/Violence",1,2155
"1611",34,"Single",0,0,0,16,"(F3)","Possession of Cannabis",1,387
"1612",34,"Single",0,0,0,16,"(F3)","Possession of Cannabis",1,162
"1613",25,"Separated",0,1,1,8,"(F3)","arrest case no charge",0,583
"1614",24,"Single",0,0,0,4,"(F2)","Burglary Unoccupied Dwelling",1,0
"1615",26,"Single",0,0,0,4,"(F3)","Poss3,4 Methylenedioxymethcath",1,575
"1616",20,"Single",0,0,0,0,"(F2)","Burglary Unoccupied Dwelling",0,309
"1617",20,"Single",0,0,0,0,"(F2)","Burglary Unoccupied Dwelling",0,1434
"1618",25,"Single",0,0,0,2,"(F1)","arrest case no charge",1,126
"1619",25,"Single",20,0,0,24,"(F3)","arrest case no charge",1,243
"1620",45,"Married",0,0,0,0,"(F3)","Possession of Morphine",1,629
"1621",35,"Single",0,0,0,5,"(M1)","Viol Pretrial Release Dom Viol",1,1307
"1622",28,"Single",0,0,0,7,"(F3)","arrest case no charge",1,356
"1623",49,"Divorced",0,0,0,14,"(F2)","arrest case no charge",0,926
"1624",49,"Divorced",0,0,0,14,"(F2)","arrest case no charge",0,64
"1625",49,"Divorced",0,0,0,14,"(F2)","arrest case no charge",0,91
"1626",49,"Divorced",0,0,0,14,"(F2)","arrest case no charge",0,128
"1627",49,"Divorced",0,0,0,14,"(F2)","arrest case no charge",0,1828
"1628",49,"Divorced",0,0,0,14,"(F2)","arrest case no charge",0,211
"1629",40,"Unknown",0,0,0,5,"(F3)","arrest case no charge",1,1610
"1630",40,"Unknown",0,0,0,5,"(F3)","arrest case no charge",1,1490
"1631",40,"Unknown",0,0,0,5,"(F3)","arrest case no charge",1,176
"1632",40,"Unknown",0,0,0,5,"(F3)","arrest case no charge",1,499
"1633",40,"Unknown",0,0,0,5,"(F3)","arrest case no charge",1,8
"1634",21,"Single",0,0,0,1,"(F3)","Grand Theft (Motor Vehicle)",0,1975
"1635",21,"Single",1,2,2,3,"(F3)","Criminal Mischief",1,565
"1636",21,"Significant Other",1,2,2,3,"(F3)","Criminal Mischief",1,565
"1637",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,79
"1638",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,419
"1639",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,72
"1640",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,1786
"1641",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,968
"1642",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,122
"1643",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,280
"1644",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,789
"1645",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,258
"1646",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,320
"1647",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,501
"1648",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,987
"1649",49,"Single",0,0,0,3,"(F3)","Felony Petit Theft",0,94
"1650",21,"Single",1,0,0,3,"(F3)","arrest case no charge",0,1868
"1651",36,"Single",0,0,0,1,"(F3)","Possession of Cocaine",1,1646
"1652",56,"Unknown",0,0,0,18,"(F2)","arrest case no charge",0,380
"1653",56,"Unknown",0,0,0,18,"(F2)","arrest case no charge",0,1961
"1654",56,"Unknown",0,0,0,18,"(F2)","arrest case no charge",0,75
"1655",56,"Unknown",0,0,0,18,"(F2)","arrest case no charge",0,365
"1656",56,"Unknown",0,0,0,18,"(F2)","arrest case no charge",0,1310
"1657",56,"Unknown",0,0,0,18,"(F2)","arrest case no charge",0,446
"1658",56,"Unknown",0,0,0,18,"(F2)","arrest case no charge",0,112
"1659",56,"Unknown",0,0,0,18,"(F2)","arrest case no charge",0,223
"1660",60,"Single",0,0,0,10,"(F3)","arrest case no charge",0,728
"1661",60,"Single",0,0,0,10,"(F3)","arrest case no charge",0,544
"1662",60,"Single",0,0,0,10,"(F3)","arrest case no charge",0,1153
"1663",60,"Single",0,0,0,10,"(F3)","arrest case no charge",0,356
"1664",60,"Single",0,0,0,10,"(F3)","arrest case no charge",0,612
"1665",60,"Single",0,0,0,10,"(F3)","arrest case no charge",0,1041
"1666",60,"Single",0,0,0,10,"(F3)","arrest case no charge",0,571
"1667",60,"Single",0,0,0,10,"(F3)","arrest case no charge",0,123
"1668",43,"Widowed",0,0,0,11,"(F3)","arrest case no charge",1,70
"1669",43,"Widowed",0,0,0,11,"(F3)","arrest case no charge",1,384
"1670",55,"Single",0,0,0,19,"(F3)","Possession of Cocaine",0,1134
"1671",55,"Single",0,0,0,19,"(F3)","Possession of Cocaine",0,1730
"1672",55,"Single",0,0,0,19,"(F3)","Possession of Cocaine",0,105
"1673",55,"Single",0,0,0,19,"(F3)","Possession of Cocaine",0,355
"1674",55,"Single",0,0,0,19,"(F3)","Possession of Cocaine",0,126
"1675",55,"Single",0,0,0,19,"(F3)","Possession of Cocaine",0,425
"1676",55,"Single",0,0,0,19,"(F3)","Possession of Cocaine",0,1425
"1677",55,"Single",0,0,0,19,"(F3)","Possession of Cocaine",0,265
"1678",55,"Single",0,0,0,19,"(F3)","Possession of Cocaine",0,48
"1679",55,"Single",0,0,0,19,"(F3)","Possession of Cocaine",0,103
"1680",55,"Single",0,0,0,19,"(F3)","Possession of Cocaine",0,226
"1681",41,"Single",0,0,3,12,"(F3)","Possession Of Alprazolam",1,789
"1682",31,"Single",0,0,0,1,"(F2)","Poss Cocaine/Intent To Del/Sel",0,152
"1683",31,"Single",0,0,0,1,"(F2)","Poss Cocaine/Intent To Del/Sel",0,242
"1684",29,"Single",0,0,0,12,"(F3)","Driving While License Revoked",1,191
"1685",37,"Single",0,0,0,12,"(F3)","Grand Theft in the 3rd Degree",0,330
"1686",37,"Single",0,0,0,12,"(F3)","Grand Theft in the 3rd Degree",0,111
"1687",37,"Single",0,0,0,12,"(F3)","Grand Theft in the 3rd Degree",0,1230
"1688",35,"Single",0,0,0,8,"(F3)","Grand Theft (Motor Vehicle)",1,583
"1689",35,"Single",0,0,0,8,"(F3)","Grand Theft (Motor Vehicle)",1,1535
"1690",28,"Single",0,8,2,12,"(F3)","Possession of Cocaine",1,773
"1691",49,"Separated",0,0,0,14,"(M1)","Battery",1,235
"1692",49,"Separated",0,0,0,14,"(M1)","Battery",1,298
"1693",49,"Separated",0,0,0,14,"(M1)","Battery",1,1694
"1694",49,"Separated",0,0,0,14,"(M1)","Battery",1,1430
"1695",49,"Separated",0,0,0,14,"(M1)","Battery",1,172
"1696",51,"Single",0,0,0,9,"(F3)","Possession of Cocaine",1,45
"1697",51,"Single",0,0,0,9,"(F3)","Possession of Cocaine",1,500
"1698",51,"Single",0,0,0,9,"(F3)","Possession of Cocaine",1,554
"1699",51,"Single",0,0,0,9,"(F3)","Possession of Cocaine",1,160
"1700",51,"Single",0,0,0,9,"(F3)","Possession of Cocaine",1,6
"1701",51,"Single",0,0,0,9,"(F3)","Possession of Cocaine",1,118
"1702",51,"Single",0,0,0,9,"(F3)","Possession of Cocaine",1,278
"1703",51,"Single",0,0,0,9,"(F3)","Possession of Cocaine",1,139
"1704",51,"Single",0,0,0,9,"(F3)","Possession of Cocaine",1,206
"1705",47,"Single",0,0,0,12,"(F1)","arrest case no charge",1,839
"1706",47,"Single",0,0,0,12,"(F1)","arrest case no charge",1,1980
"1707",47,"Single",0,0,0,12,"(F1)","arrest case no charge",1,1590
"1708",47,"Single",0,0,0,12,"(F1)","arrest case no charge",1,119
"1709",47,"Single",0,0,0,12,"(F1)","arrest case no charge",1,229
"1710",47,"Single",0,0,0,12,"(F1)","arrest case no charge",1,1051
"1711",23,"Single",0,0,0,0,"(F2)","Burglary Dwelling Occupied",0,383
"1712",62,"Single",0,0,0,1,"(M1)","Possess Drug Paraphernalia",0,1117
"1713",62,"Single",0,0,0,1,"(M1)","Possess Drug Paraphernalia",0,459
"1714",62,"Single",0,0,0,1,"(M1)","Possess Drug Paraphernalia",0,146
"1715",62,"Single",0,0,0,1,"(M1)","Possess Drug Paraphernalia",0,133
"1716",52,"Single",0,0,0,17,"(F3)","Possession of Cocaine",0,76
"1717",52,"Single",0,0,0,17,"(F3)","Possession of Cocaine",0,231
"1718",52,"Single",0,0,0,17,"(F3)","Possession of Cocaine",0,277
"1719",52,"Single",0,0,0,17,"(F3)","Possession of Cocaine",0,339
"1720",52,"Single",0,0,0,17,"(F3)","Possession of Cocaine",0,271
"1721",52,"Single",0,0,0,17,"(F3)","Possession of Cocaine",0,267
"1722",52,"Single",0,0,0,17,"(F3)","Possession of Cocaine",0,489
"1723",52,"Single",0,0,0,17,"(F3)","Possession of Cocaine",0,254
"1724",52,"Single",0,0,0,17,"(F3)","Possession of Cocaine",0,100
"1725",31,"Single",0,0,0,4,"(M1)","Possess Cannabis/20 Grams Or Less",1,352
"1726",31,"Single",0,0,0,4,"(M1)","Possess Cannabis/20 Grams Or Less",1,481
"1727",31,"Single",0,0,0,4,"(M1)","Possess Cannabis/20 Grams Or Less",1,727
"1728",53,"Divorced",0,0,0,4,"(F3)","arrest case no charge",0,83
"1729",53,"Divorced",0,0,0,4,"(F3)","arrest case no charge",0,78
"1730",53,"Divorced",0,0,0,4,"(F3)","arrest case no charge",0,337
"1731",53,"Divorced",0,0,0,4,"(F3)","arrest case no charge",0,1141
"1732",53,"Divorced",0,0,0,4,"(F3)","arrest case no charge",0,218
"1733",53,"Divorced",0,0,0,4,"(F3)","arrest case no charge",0,597
"1734",53,"Divorced",0,0,0,4,"(F3)","arrest case no charge",0,4
"1735",50,"Married",0,0,0,5,"(F3)","Possession of Cocaine",0,2175
"1736",50,"Married",0,0,0,5,"(F3)","Possession of Cocaine",0,1063
"1737",50,"Married",0,0,0,5,"(F3)","Possession of Cocaine",0,1449
"1738",33,"Single",0,0,0,23,"(F3)","arrest case no charge",1,574
"1739",33,"Single",0,0,0,23,"(F3)","arrest case no charge",1,1569
"1740",33,"Divorced",0,2,0,7,"(F2)","Poss of Firearm by Convic Felo",1,749
"1741",33,"Divorced",0,2,0,7,"(F2)","Poss of Firearm by Convic Felo",1,335
"1742",32,"Single",0,1,0,12,"(F3)","arrest case no charge",1,397
"1743",32,"Single",0,1,0,12,"(F3)","arrest case no charge",1,531
"1744",32,"Single",0,1,0,12,"(F3)","arrest case no charge",1,637
"1745",60,"Single",0,0,0,13,"(F3)","arrest case no charge",0,78
"1746",60,"Single",0,0,0,13,"(F3)","arrest case no charge",0,776
"1747",60,"Single",0,0,0,13,"(F3)","arrest case no charge",0,141
"1748",60,"Single",0,0,0,13,"(F3)","arrest case no charge",0,553
"1749",60,"Single",0,0,0,13,"(F3)","arrest case no charge",0,3271
"1750",40,"Separated",0,0,0,1,"(F3)","Felony Battery w/Prior Convict",0,425
"1751",40,"Separated",0,0,0,1,"(F3)","Felony Battery w/Prior Convict",0,581
"1752",40,"Separated",0,0,0,1,"(F3)","Felony Battery w/Prior Convict",0,1835
"1753",33,"Married",0,0,0,4,"(F3)","Felony Battery w/Prior Convict",0,1706
"1754",33,"Married",0,0,0,4,"(F3)","Felony Battery w/Prior Convict",0,364
"1755",27,"Single",1,0,0,1,"(F3)","Grand Theft in the 3rd Degree",1,219
"1756",32,"Single",0,0,0,2,"(F2)","arrest case no charge",0,244
"1757",45,"Single",0,0,0,6,"(F3)","arrest case no charge",0,76
"1758",45,"Single",0,0,0,6,"(F3)","arrest case no charge",0,617
"1759",45,"Single",0,0,0,6,"(F3)","arrest case no charge",0,3920
"1760",45,"Single",0,0,0,6,"(F3)","arrest case no charge",0,551
"1761",45,"Single",0,0,0,6,"(F3)","arrest case no charge",0,441
"1762",45,"Single",0,0,0,6,"(F3)","arrest case no charge",0,112
"1763",45,"Single",0,0,0,6,"(F3)","arrest case no charge",0,1562
"1764",33,"Single",0,0,1,9,"(M1)","Battery",1,1137
"1765",33,"Single",0,0,1,9,"(M1)","Battery",1,1209
"1766",60,"Single",0,0,0,2,"(M1)","DUI Property Damage/Injury",0,917
"1767",39,"Single",0,0,0,2,"(F3)","Fleeing Or Attmp Eluding A Leo",0,341
"1768",39,"Single",0,0,0,2,"(F3)","Fleeing Or Attmp Eluding A Leo",0,1717
"1769",36,"Married",0,0,0,1,"(F2)","Aggravated Battery",1,0
"1770",21,"Single",0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",0,208
"1771",21,"Single",0,0,0,0,"(F3)","Grand Theft in the 3rd Degree",0,1464
"1772",34,"Single",3,0,0,8,"(F2)","arrest case no charge",0,216
"1773",34,"Single",3,0,0,8,"(F2)","arrest case no charge",0,1431
"1774",34,"Single",3,0,0,8,"(F2)","arrest case no charge",0,425
"1775",36,"Single",0,0,0,2,"(M1)","Battery",1,326
"1776",20,"Single",1,0,0,2,"(F2)","Burglary Unoccupied Dwelling",1,572
"1777",39,"Divorced",6,1,0,17,"(F3)","Possession of Cocaine",1,653
"1778",39,"Divorced",6,1,0,17,"(F3)","Possession of Cocaine",1,2413
"1779",39,"Divorced",6,1,0,17,"(F3)","Possession of Cocaine",1,37
"1780",39,"Divorced",6,1,0,17,"(F3)","Possession of Cocaine",1,578
"1781",43,"Married",0,0,0,23,"(F3)","Possession of Cocaine",0,483
"1782",43,"Married",0,0,0,23,"(F3)","Possession of Cocaine",0,84
"1783",43,"Married",0,0,0,23,"(F3)","Possession of Cocaine",0,0
"1784",43,"Married",0,0,0,23,"(F3)","Possession of Cocaine",0,2506
"1785",43,"Married",0,0,0,23,"(F3)","Possession of Cocaine",0,323
"1786",34,"Single",0,0,0,4,"(F3)","arrest case no charge",0,79
"1787",31,"Single",5,0,0,10,"(F2)","arrest case no charge",1,811
"1788",31,"Single",5,0,0,10,"(F2)","arrest case no charge",1,1868
"1789",31,"Single",5,0,0,10,"(F2)","arrest case no charge",1,285
"1790",31,"Single",5,0,0,10,"(F2)","arrest case no charge",1,1562
"1791",20,"Single",1,0,0,1,"(F2)","arrest case no charge",1,244
"1792",31,"Single",0,0,0,1,"(F3)","Felony Petit Theft",0,353
"1793",31,"Single",0,0,0,1,"(F3)","Felony Petit Theft",0,1813
"1794",31,"Single",0,0,0,17,"(F3)","Possession of Oxycodone",1,222
"1795",31,"Single",0,0,0,17,"(F3)","Possession of Oxycodone",1,169
"1796",36,"Single",0,0,0,4,"(M1)","Driving Under The Influence",0,406
"1797",36,"Single",0,0,0,4,"(M1)","Driving Under The Influence",0,285
"1798",29,"Separated",0,0,0,6,"(F3)","False Motor Veh Insurance Card",0,840
"1799",29,"Separated",0,0,0,6,"(F3)","False Motor Veh Insurance Card",0,151
"1800",38,"Single",1,4,0,25,"(MO3)","Poss Of Controlled Substance",0,525
"1801",38,"Single",1,4,0,25,"(MO3)","Poss Of Controlled Substance",0,1394
"1802",29,"Single",0,0,0,9,"(F3)","arrest case no charge",0,1043
"1803",62,"Divorced",0,0,0,17,"(F2)","arrest case no charge",0,2148
"1804",62,"Divorced",0,0,0,17,"(F2)","arrest case no charge",0,206
"1805",62,"Divorced",0,0,0,17,"(F2)","arrest case no charge",0,501
